content,news_id,org_list
上半年三率三升、經營績效表現優異，營業毛利率147%，年增12個百分點，營業淨利率34%，年增04個百分點，稅後純益率65%，年增46個百分點。單看第二季表現，佳世達第二季營收持續兩位數以上的成長，合併營收560億元，比去年同期成長28%，營業淨利19億元，比去年同期成長33%，歸屬於母公司淨利38億元，更較去年同期大增301%，三項均創下十年單季同期新高，第二季單季EPS達到193元。此外，佳世達在第二季對友達投資由「權益法認列」改為「透過其他綜合損益按公允價值衡量」方式，總影響金額約24億元，亦為第二季業外利益帶來正向貢獻。佳世達持續優化各事業表現並提升價值轉型新事業的貢獻，第二季高附加價值事業營收比去年同期大幅成長94%，占營收比重已經連續四季都超過三成以上的水準，其中醫療事業維持高度成長，較去年同期成長42%，在醫院營運健康、擴大防疫物資供給下，仍將是第三季的成長動能之一。,91,"[(85, 88, 'ORG', '佳世達'), (203, 206, 'ORG', '佳世達'), (272, 275, 'ORG', '佳世達')]"
台灣百和及百和興業-KY自結今年前七月獲利及EPS，聯袂創同期新高！台灣百和今年前七月合併營收11994億元、年增389％，創同期新高，12日自結今年前七月稅後盈餘1407億元、年增637％，EPS472元，高於去年同期289元，均創歷史新高。同樣地，百和興業12日自結今年前七月稅後盈餘992億元、年增209倍，EPS為315元，優於去年同期102元。因認列旗下百和興業7月房地產營收126億元，台灣百和自結7月合併營收約1313億元、年增2631％，創同期新高；若不計認列百和興業的房地產收入，7月合併營收年增214％。台灣百和12日自結7月稅後盈餘139億元、EPS046元，若不含房地產，EPS降至043元。台灣百和累計今年前七月合併營收11994億元、年增389％，創同期新高，若不含認列百和興業前七月房地產收入、年增264％，12日自結今年前七月稅後盈餘1407億元、年增637％，EPS472元，高於去年同期289元，均創歷史新高，若不含房地產，EPS降至368元,92,"[(5, 9, 'ORG', '台灣百和'), (27, 30, 'ORG', 'eps'), (39, 43, 'ORG', '台灣百和'), (141, 145, 'ORG', '百和興業'), (304, 307, 'ORG', 'eps'), (378, 382, 'ORG', '百和興業')]"
百和興業自結7月合併營收688億元、年增5479％，創同期新高，12日自結稅後盈餘6838萬元，EPS022元；累計今年前七月合併營收6988億元、年增659％，也創同期新高，12日自結今年前七月稅後盈餘992億元、年增209倍，EPS為315元，優於去年同期102元。百和興業表示，去年因受到新冠肺炎疫情衝擊，訂單需求受到影響，致使公司營收減少，但伴隨許多國家疫情穩定，客戶訂單回升，讓公司今年前七月合併營收出現年增659％。台灣百和透露，若含房地產營收，公司7月主要產品營收占比，分別為織帶/鞋帶446％、黏扣帶146％、鬆緊帶109％、房地產95％、射出帶10％、針織經編緹花63％、其他29％，及粉體塗料12％。若含房地產營收，台灣百和今年前七月各廠營收占比，分別為旗下百和興業58％、越南廠19％、台灣廠15％、印尼廠6％、北美及大陸其他廠各為1％。台灣百和說，集團面料系列，包括針織經編緹花網布，及梭織緹花布。由於新產品產能逐漸拉高，集團2021年針織經編緹花營收，已明顯放大。法人透露，台灣百和約二成營收，來自Nike的貢獻，因公司新品梭織緹花布通過Nike認證，目前訂單已放量，可增添未來營運動能，第三季營運逐月增溫，預料9月將是下半年營運最旺的月分，有機會拉高今年第三季合併營收的表現。,92,"[(5, 9, 'ORG', '百和興業'), (341, 345, 'ORG', '台灣百和'), (370, 373, 'ORG', '越南廠'), (377, 380, 'ORG', '台灣廠'), (384, 387, 'ORG', '印尼廠'), (403, 407, 'ORG', '台灣百和'), (485, 489, 'ORG', 'nike')]"
歐美各國隨著疫苗施打率增加，各種戶外活動重啟，2021年高爾夫球產業熱絡，各家業者上半年都繳出漂亮的成績單，龍頭廠商復盛應用EPS1019元奪下冠軍寶座、大田EPS948元居亞軍、明安EPS5元、鉅明EPS283元，依各家業者手上訂單滿載的情形來看，下半年業績動能充沛。2020年第3季起，美國高球具銷售急速拉升，2021年隨著歐美疫苗施打率的增加，全球高爾夫運動人口不斷上升，市場需求再度攀高，各家業者荷包賺得滿滿。據北美高爾夫球協會統計，在後疫情時代高爾夫球打球年齡層有擴大至青少年，有助打球人口持續增加，再加上報復性消費買氣使得高球具銷售量大增，下半年進入產業旺季，預期業績還將有一波成長，獲利表現樂觀以待。復盛上半年營收11803億元，年增9080％，每股稅後盈餘1019元，年增16195％。復盛下半年訂單滿滿，下游客戶對下單仍十分積極,96,"[(229, 237, 'ORG', '北美高爾夫球協會'), (378, 380, 'ORG', '復盛')]"
至於越南疫情嚴峻，復盛越南廠二度停工到8月22日，停工時間至少一個月，產量受到部份影響，現正和當局溝通，看看如何能兼顧疫情與經濟發展。大田第2季單季賺進超過半個股本，EPS達56元，上半年EPS衝至948元，創歷史新高紀錄，也賺贏歷年來全年度的表現。第3季目前產能稼動率維持滿載，法人看好第3季營收可望優於第2季的表現，第4季進入傳統旺季，業績動能仍強，全年度獲利同步可望創歷史新高。明安第2季每股純益為277元，上半年獲利達677億元，年增375倍，每股稅後純益5元。明安第3季訂單滿載後，第4季接單也提前達到設計產能，明年上半年產能也有客戶卡位，下半年將開始越南廠區的二廠建設，預計最快將在最快2023年第2季開始量產。鉅明第2季每EPS為087元，上半年獲利107億元，年增108倍，EPS21元。公司主力客戶TaylorMade除了增加現有產品庫存外，9月也將啟動新品鋪貨，若按照新單情況觀察，第3、4季處於滿檔水準，業績實力堅強。,96,"[(14, 19, 'ORG', '復盛越南廠'), (199, 201, 'ORG', '明安'), (244, 246, 'ORG', '明安'), (323, 325, 'ORG', '鉅明')]"
美利達集團今日公佈半年報！在克服缺料、生產、船運等變數影響下，上半年合併營收約達153億元，創同期新高；受惠歐、美及中國等三大主要市場銷售業績大幅成長，挹注上半年稅後淨利2042億元，EPS達683元，年增逾三成，獲利創歷史同期新高。疫後受惠歐、美自行車與電動自行車持續熱銷，甚至出現大缺貨，帶動自行車雙雄-巨大、美利達，上半年獲利均創下歷史同期新高紀錄！其中，全球自行車龍頭-巨大集團，第二季EPS高達493元的單季新高，挹注上半年每股大賺947元最威風，年增65％，獲利表現出色；而美利達第一季大賺386元，年增145％，但第二季受到缺料與缺櫃影響，遞延出口的成車多達一季的數量，單季EPS297元，獲利表現不如預期,97,"[(5, 8, 'ORG', '美利達'), (166, 169, 'ORG', '美利達'), (256, 259, 'ORG', '美利達')]"
時序進入第三季，美利達表示，第三季進入中國及歐、美等主要市場的傳統銷售旺季，自7月起，隨著供料、生產及出口船運漸有改善，預期出口規模將較去年同期出現顯著增長。以美利達專攻歐、美高價自行車與電動自行車出口訂單的台灣廠為例，7月份銷售台數近83萬台，年增648％，挹注營收2669億元，年增4327％；台灣廠前七月總銷售台數4810萬台，年增568％。美利達集團第二季飽受缺料、缺櫃之苦，遞延出口的滯留成車約達7億元的量能。不過，隨著台灣廠第三季起供料、排產與船運量能提高，在出口動能強勁挹注下，帶動集團7月合併營收達3067億元，年增21％，創下歷史同期新高，更是刷新單月歷史次高紀錄；前七月集團合併營收18364億元，年增1927％。,97,"[(13, 16, 'ORG', '美利達'), (85, 88, 'ORG', '美利達'), (109, 112, 'ORG', '台灣廠'), (160, 163, 'ORG', '台灣廠'), (189, 194, 'ORG', '美利達集團'), (230, 233, 'ORG', '台灣廠')]"
台灣精銳受惠後疫情時代各產業均加速自動化設備的投資，並在中科后里三廠順利完成建廠，導入量產帶動產能擴張一倍，整體稼動率提升、毛利率隨之成長下，今年上半年已獲利半個股本，每股盈餘541元，年增53％。以過往台灣精銳上下半年獲利比率約為4：6推估，法人預估今年全年度EPS可望逾13元。而在新廠投產學習曲線帶動，配合全球產業持續投入自動化趨勢不變，美系外資券商推估明年EPS可望挑戰18～20元。台灣精銳今年上半年度合併營收1662億元，營業毛利827億元，毛利率4976％，稅後淨利395億元，每股盈餘541元，獲利表現相當亮眼。該公司從事行星式減速機及齒排等機械傳動零組件研發、製造及銷售，其應用範圍廣泛，主要用於自動化設備、工具機及工業用機器人等，涵蓋產業遍及半導體、面板、生技醫療、航太、電子業及傳統產業等，並轉投資子公司日月千禧酒店,100,"[(33, 39, 'ORG', '中科后里三廠'), (179, 181, 'ORG', '美系'), (382, 386, 'ORG', '千禧酒店')]"
行星式減速機為機械傳動產業，屬工業自動化設備關鍵零組件，台灣精銳掌握主要核心技術，在材料、設計、精度及品質均有一定水準，與德國WITTENSTEIN及日本SHIMPO等大廠為全世界主要行星式減速機供應來源。終端產業應用廣泛，遍布所有工業自動化市場，包括自動化設備、工具機及工業用機器人。與同業相較，台灣精銳近年來及2021年上半年度毛利率、營業利益率及EPS均優於同業，且以往下半年為台灣精銳傳統旺季，將可預估台灣精銳今年度獲利成長可期。展望未來，在全球進入後疫情時代，將快速投入智慧自動化工廠建造，對於自動化設備需求提升，預計可帶動行星式減速機及齒排出貨成長，且中科后里三廠今年完工並陸續投入量產，將能逐漸有效貢獻獲利，公司也加速IPO腳步，預計下半年申請上市。,100,"[(297, 303, 'ORG', '中科后里三廠')]"
中租-KY旗下合迪因應業務快速成長，今日完成3年期新台幣60億元聯合授信案募集，原預計籌募金額50億元，在各銀行踴躍參貸超額認購達142％，最終以60億元結案。資金用途為償還金融機構借款、充實營運周轉所需資金。此案為再融資案，由土銀擔任統籌主辦行暨管理行，合庫、華銀為共同主辦行，並有台銀、彰銀、農業金庫、永豐銀等7家行庫共同參與。土銀2009年迄今已為合迪統籌主辦12次聯貸案，累計聯貸金額達3663億元，顯示各銀行高度肯定公司長期專業及務實經營。合迪自1987年創立至今已逾34年，深耕營建及運輸2大產業客戶，主要經營營建機具、吊車、挖土機、重車、機具設備的分期付款買賣及租賃業務，提供客戶專業金融服務,101,"[(5, 10, 'ORG', '中租-ky'), (12, 14, 'ORG', '合迪'), (119, 121, 'ORG', '土銀'), (133, 135, 'ORG', '合庫'), (136, 138, 'ORG', '華銀'), (147, 149, 'ORG', '台銀'), (150, 152, 'ORG', '彰銀'), (153, 157, 'ORG', '農業金庫'), (158, 161, 'ORG', '永豐銀'), (171, 173, 'ORG', '土銀'), (182, 184, 'ORG', '合迪'), (232, 234, 'ORG', '合迪')]"
近年亦積極投入貨車、大卡車、遊覽車及二手小車等融資業務，協助車行或車主取得資金。合迪持續開發對客戶具有價值的新業務，2019年陸續推出「卡車幫」平台及「加油卡」，除針對卡車車主及車行提供融資外，亦提供載貨媒合及加油優惠等周邊加值服務，擴大連結卡車司機、車行及有貨運需求的中小企業，成為客戶最有效率的金融夥伴。合迪2020年合併營收979億元、年增達2036％，歸屬母公司稅後淨利2841億元、年增達2264％，每股盈餘363元。2021年上半年合併營收6046億元、年增達3183％，歸屬母公司稅後淨利2002億元、年增達4951％，每股盈餘197元。,101,"[(45, 47, 'ORG', '合迪')]"
鴻海旗下FII工業富聯公告2021年半年報，在5G等需求帶動三大業務同步成長下，上半年歸屬母公司稅後淨利6726億元、年增達3344％，每股盈餘034元，優於去年同期025元。工業富聯第二季合併營收97651億元，雖季減074％、仍年增109％。毛利率811％、營益率402％，優於首季749％、365％及去年同期757％、37％。歸屬母公司稅後淨利3538億元，季增達1097％、年增達115％，每股盈餘018元。累計工業富聯上半年合併營收196029億元、年增達1097％。毛利率78％、營益率384％，優於去年同期722％、321％。歸屬母公司稅後淨利6726億元、年增達3344％，每股盈餘034元，優於去年同期025元。觀察工業富聯上半年三大業務營收，通訊及行動網路設備112718億元、年增達1699％，毛利率自927％升至993％。雲運算業務82333億元、年增352％，其中雲端服務供應商營收年增達雙位數。工業互聯網371億元、年增達4669％。工業富聯表示，憑藉5G+、雲服務及邊緣運算、燈塔工廠解決方案等3大亮點，帶動上半年營收及獲利均見顯著成長,102,"[(103, 105, 'ORG', '富聯'), (241, 243, 'ORG', '富聯'), (360, 362, 'ORG', '富聯'), (490, 492, 'ORG', '富聯')]"
其中，在精密機構件等部分客戶需求強勁及5G相關產品需求帶動下，使通訊及行動網路設備營收強勁成長。工業富聯指出，上半年5G相關產品業務營收年增達3倍，其中5G室內路由器出貨量年增逾5倍。下半年出貨動能維持，並獲得客戶明年新產品訂單。雲運算業務則受惠取得客戶主力機種訂單、CSP業務及邊緣計算帶動新能源車用AI運算單元成長。產業賦能方面，工業富聯表示，燈塔工廠解決方案已深入新能源車、機械加工、醫療、水泥、衛浴、建築等多產業，為廣汽、中信戴卡、敏實等眾多企業集團提供數位化轉型升級服務。未來將拓展至半導體產業，並結合新能源車產業拓展新業務成長。研發投入方面，工業富聯加大投資擴產，上半年研發費用共5233億元、年增達4080％，主要聚焦投入研發5G、雲與邊緣計算、高精密機構件的輕量化材料等方面。資本支出為285億元、年增達47％，主要為滿足客戶訂單需求及為未來產值做準備。戰略投資方面，工業富聯聚焦先進製造、工業互聯網相關技術、市場及生態布局，攜手淩雲光合資設立的富聯淩雲光5月正式營運，目前正逐步導入各生產廠區，實現機器視覺及AI於未來燈塔工廠落地及內外部場域推廣。上交所已在6月23日受理淩雲光申請掛牌科創板。,102,"[(55, 57, 'ORG', '富聯'), (176, 178, 'ORG', '富聯'), (219, 221, 'ORG', '廣汽'), (222, 226, 'ORG', '中信戴卡'), (227, 229, 'ORG', '敏實'), (286, 288, 'ORG', '富聯'), (442, 447, 'ORG', '富聯淩雲光')]"
連鎖餐飲集團八方雲集董事會通過2021年第二季合併財報，歸屬母公司稅後淨利144億元，季增465％、但年減323％，每股盈餘241元。合計上半年歸屬母公司稅後淨利282億元、小減569％，每股盈餘471元。八方雲集董事會亦通過上半年股利分派案，決議擬配發每股現金股利25元，盈餘配發率約5308％，以昨日興櫃交易均價18801元計算，現金殖利率約133％。公司將於今日下午召開上市前業績發表會，說明營運策略及展望。八方雲集以鍋貼水餃品牌「八方雲集」起家，2018年在台灣及香港分別推出新品牌「梁社漢排骨」及「百芳池上便當」，2019年在香港再推出新品牌「八方台式麵屋」,103,"[(220, 224, 'ORG', '八方雲集'), (232, 236, 'ORG', '八方雲集')]"
去年10月斥資約6570萬元，取得「丹堤咖啡」69％股權，以多元化集團品牌經營。八方雲集第二季合併營收創1452億元新高，季增281％、年增達1856％。毛利率雖「雙降」至3827％，營益率1169％，略優於首季1162％、低於去年同期1462％。受惠業外收益增加，歸屬母公司稅後淨利144億元，季增465％、但年減323％，每股盈餘241元。合計八方雲集上半年合併營收2846億元、年增達1767％，創同期新高。但毛利率3841％、營益率1167％，低於去年同期3958％、1537％。雖然業外收益跳增21倍，歸屬母公司稅後淨利282億元、仍小減569％，每股盈餘471元，略低於去年同期499元。,103,"[(25, 29, 'ORG', '丹堤咖啡'), (47, 51, 'ORG', '八方雲集'), (193, 197, 'ORG', '八方雲集')]"
工業電腦廠樺漢董事會通過2021年上半年財報，合併營收42996億元、年增達1804％，創同期新高。惟毛利率2302％、營益率354％，低於去年同期253％、409％。不過，歸屬母公司稅後淨利498億元、年增243％，改寫同期新高，每股盈餘52元。同時，樺漢董事會通過私募發行15億元國內首次無擔保可轉債相關事宜，並宣布引進聯發科及威盛作為長期合作策略性投資伙伴，助力提升樺漢整體競爭力，發揮雲軟硬智慧平台IPC整體綜效的業務開拓空間，全力搶攻逾4千億美元的全球AIoT市場商機。以此推算，樺漢第二季合併營收22805億元，季增1295％、年增2288％，創同期新高。毛利率雖降至2256％，但營益率406％，優於首季297％、低於去年同期471％。歸屬母公司稅後淨利301億元，季增達5331％、年增038％，亦創同期新高，每股盈餘313元。樺漢表示，歐美經濟解封使智慧零售、娛樂博奕等產品市場需求大增，第二季三大事業體營收規模同步放大,104,"[(5, 15, 'ORG', '工業電腦廠樺漢董事會'), (173, 176, 'ORG', '聯發科'), (177, 179, 'ORG', '威盛')]"
配合個體營運產品組合優化、嚴控費用效益顯現，減緩其他事業體產品組合變化、原物料及運輸成本上漲、新台幣強升等逆風干擾，帶動整體獲利維持成長。樺漢亦公布7月自結合併營收6952億元，雖月減1724％、仍年增1139％，改寫同期新高。累計前7月合併營收49902億元、年增達1597％，續創同期新高。展望後市，在三大事業體營運維持良好成長動能下，公司對下半年營運逐季向上深具信心。對於策略結盟聯發科及威盛，樺漢表示，聯發科旗下晶片組已在智慧型手機領域取得高市占率，威盛擁有強大AI應用軟體與嵌入式作業系統解決方案，樺漢則已是多家國際雲端服務的主要工業電腦供應商，並擁有包括零售、金融、博奕、製造等產業市場的通路管道。樺漢指出，透過與聯發科及威盛的垂直式整合聯盟，有助公司產品設計開發技術升級、開拓不同層面客戶，加速5G、WiFi6在嵌入式計算設備行動化規畫，有望由固定無限網通切進行動網路領域，以最大效益合作模式共創三贏，齊步推進三方在全球AIoT市占率。,104,"[(208, 211, 'ORG', '聯發科'), (212, 214, 'ORG', '威盛'), (220, 223, 'ORG', '聯發科'), (244, 246, 'ORG', '威盛'), (328, 331, 'ORG', '聯發科'), (332, 334, 'ORG', '威盛')]"
半導體測試介面廠精測今日召開股東常會，通過2020年財報及盈餘分配案，決議配息12元。展望2021年，公司看好5G應用持續帶動半導體測試介面需求增加，將聚焦四大方針，強化各產品線涵蓋面、研發面及服務品質，持續布局未來營運成長契機。精測受惠5G通訊應用從基礎建設端發展至智慧型手機應用端，帶動所需晶片測試需求，使2020年合併營收4207億元、年增2425％，稅後淨利933億元、年增達4935％，每股盈餘2848元，全數改寫新高。精測總經理黃水可指出，美中貿易戰及新冠肺炎疫情，對去年全球產業供應鏈及終端市場衝擊帶來難以預測的動盪。精測憑藉領先技術、卓越製造及前瞻性營運策略，提供全方位半導體測試介面服務，將挑戰轉化為商機，在多變環境中逆勢成長。因應半導體先進製程持續精進所需的測試需求，精測去年開發微機電探針卡系列產品，並逐步導入智慧製造。除了持續開發高階測試板，包括手機應用處理器、高效能運算晶片、網通晶片與射頻晶片等探針卡產品皆通過客戶驗證，並正式量產出貨,105,"[(230, 232, 'ORG', '精測')]"
台積電轉投資封測廠精材雖受需求淡季及產線調整影響，2021年第二季稅後淨利249億元、每股盈餘092元，仍創同期新高。累計上半年稅後淨利839億元、年增達近182倍，每股盈餘309元，雙創同期新高。公司將於下午召開線上法說。精材第二季合併營收1519億元，季減2806％、年增1538％。毛利率2337％、營益率1797％，低於首季381％、3302％，優於去年同期1698％、1128％。稅後淨利249億元，雖季減5765％、仍年增達8116％，每股盈餘092元，全數改寫同期新高。觀察精材第二季各業務概況，占74％的晶圓級尺寸封裝營收1126億元，季減2724％、年增206％。占17％的晶圓測試營收256億元，季減2823％、但年增近466倍。占8％的晶圓級後護層封裝營收119億元，季減3831％、年減2423％,106,"[(5, 8, 'ORG', '台積電'), (11, 14, 'ORG', '封測廠')]"
南寶2021年第2季合併營收為新台幣4599億元，年成長37%，合併毛利率為234%，較去年同期減少25個百分點；歸屬母公司淨利為318億元，EPS為264元，分別較2020年第二季成長36%及35%。展望下半年，受疫情影響，南寶越南廠暫時停工，越南廠區產能占合併營收約25%，雖對整體營收有一定程度影響，不過終端市場需求強勁，期望透過今年後續月份增加產量而使全年營收不致有太大衝擊。南寶指出，鞋類終端市場需求相當強勁，並且庫存水位偏低，訂單出貨只是遞延而非消失，期待越南疫情將隨疫苗施打率提升而趨緩，後續出貨動能逐步拉升。在特殊黏著劑業務方面，終端應用包括電子產業、木工、食品包裝等產業的市場規模大，南寶具有良好的潛在成長機會，將持續透過「GoldenSample」策略，尋找符合應用市場需求強勁、南寶擁有市場領先的創新產品解決方案、具有競爭力的生產效率等三大方向的明星產品，積極實施產品組合調整，減少產品種類，儘量少樣多量生產，為營收及獲利增添動能,107,"[(5, 7, 'ORG', '南寶'), (120, 125, 'ORG', '南寶越南廠'), (199, 201, 'ORG', '南寶'), (308, 310, 'ORG', '南寶')]"
南寶表示，2021年第二季黏著劑以及建材與塗料業務的營收皆較2020年第二季大幅成長。黏著劑業務佔第二季營收比重為71%，年成長34%。建材與塗料業務佔第二季營收比重26%，年成長47%。在鞋材黏著劑業務方面，隨著歐美疫苗施打率逐漸提高，全球運動實體零售店面重啟營業，電商銷售成長快速，運動市場熱度回升，帶動鞋材2021年第二季的業績表現。在特殊黏著劑方面，南寶指出，隨著全球經濟活動陸續重啟恢復，2021年第二季紡織用黏著劑、木工用黏著劑、感壓膠、軟性包裝材料用膠等產品需求強勁，皆較去年同期有顯著成長。在建築業務方面，南寶於今年3月中併購一家位於澳洲的防水建築材料廠商，其營收大約為澳洲建材業務營收的10%。此次併購已於今年第二季開始貢獻營收及獲利，並期待未來幾季起綜效逐步發揮。,107,"[(5, 7, 'ORG', '南寶'), (184, 186, 'ORG', '南寶'), (266, 268, 'ORG', '南寶')]"
鴻海董事會通過2021年上半年財報，合併營收269兆元、年增達3116％，歸屬母公司稅後淨利57941億元、年增達132倍，雙創同期新高。每股盈餘418元，遠優於去年同期18元。以此推算，鴻海第二季合併營收135兆元，季增032％、年增達1978％，改寫同期新高。歸屬母公司稅後淨利29779億元，季增574％、年增達3015％，亦創同期新高，每股盈餘215元，優於首季203元及去年同期165元。鴻海第二季及上半年「三率三升」，第二季毛利率603％、營益率24％、淨利率22％均優於首季及去年同期，分創近4年、近4年、近6年同期高點。上半年毛利率592％、營益率223％、淨利率215％，均優於去年同期，齊創近4年同期高點。鴻海先前法說時表示，雖有比較基期高及季節性因素影響，但因市場訂單需求力道持續，預期第二季營收可望大致持平首季、並年增逾15％，實際表現符合預期,108,"[(105, 107, 'ORG', '鴻海'), (218, 220, 'ORG', '鴻海'), (334, 336, 'ORG', '鴻海')]"
鴻海財務長黃德才表示，第二季營收成長主要受惠智慧型手機需求強勁，有利的產品組合及庫存管理效率轉佳，帶動毛利率提升，配合營業費用控管得宜，使營益率同步提升。董事長劉揚偉表示，第二季獲利表現略優於內部預期。觀察第二季四大產品線概況，占53％的消費智慧產品原預期季減3～15％、年增逾15％，實際結果大致持平首季、年增逾15％，略優於原先預期預期。占22％的雲端網路產品季增3～15％、年減3～15％，表現符合預期。占19％的電腦終端產品原預期季減逾15％、年減逾15％，實際結果大致持平首季、年減3～15％，表現優於預期。占6％的元件與其他產品原預期季增逾15％、年增3～15％，實際結果為季增3～15％、與去年同期大致持平，表現遜於預期。,108,"[(5, 7, 'ORG', '鴻海')]"
CMOS影像感測器封測廠同欣電2021年第二季財報表現亮麗，毛利率衝上3172％，帶動稅後淨利628億元、每股盈餘352元雙創新高，累計上半年稅後淨利跳增9424％至1107億元、每股盈餘621元，雙創同期新高，表現遠優於法人預期。受亮麗財報激勵，同欣電股價今日開高後在買盤敲近下放量飆升928％至259元，截至11點10分維持逾75％漲幅，領漲封測族群。三大法人近期買賣超調節互見，昨日調節賣超634張，本周迄今合計仍買超1595張。同欣電第二季合併營收創3434億元新高，季增934％、年增達6651％。毛利率3172％、營益率2354％，分創近8年半及6年半高點。雖然匯損暴增致使業外虧損跳增，稅後淨利628億元，季增達3114％、年增達近111倍，每股盈餘352元，雙創歷史新高。合計同欣電上半年合併營收6575億元、年增達6375％，創同期新高。毛利率2924％、營益率2078％，分創近9年及同期新高。雖然匯損致使業外顯著轉虧，稅後淨利1107億元、年增達9424％，每股盈餘621元，雙創同期新高。觀察同欣電第二季四大產品線營收，影像產品1693億元，季增226％、年增達7896％，陶瓷基板893億元，季增達2114％、年增達793％,109,"[(18, 20, 'ORG', '欣電'), (240, 242, 'ORG', '欣電'), (382, 384, 'ORG', '欣電')]"
混合模組635億元，季增884％、年增達6081％，射頻模組172億元，季增達4184％、但年減042％。合計同欣電上半年影像產品3349億元、年增達102倍，陶瓷基板1631億元、年增達5364％，混合模組1218億元、年增達424％，僅RF模組294億元、年減達1649％。投顧法人認為，同欣電第二季毛利率一舉突破30％的目標區間高標，主要受惠高毛利的陶瓷基板需求強勁、產能增加及價格調漲，使營收貢獻自24％升至26％，以及車用CIS封測調整、整體稼動率攀升所致。加上所得稅率遠低於預期，使得稅後淨利超出預期達17％。同欣電將於13日召開線上法說，說明營運概況及展望。在價格持續調整、車用需求穩健、晶圓重組稼動率提升、超音波感測頭組裝業務動能增溫帶動下，投顧法人對同欣電第三季營收展望樂觀，看好營收可望季增個位數百分比，與獲利同步續創新高。由於第二季毛利率及獲利表現遠優於預期，投顧法人同步上修同欣電今明2年獲利預期，看好今年營收成長達36％、每股盈餘有望突破14元，並預期明年每股盈餘上看169元，維持「買進」評等、目標價300元。同欣電不評論法人評估數據。,109,"[(71, 73, 'ORG', '欣電'), (174, 176, 'ORG', '欣電'), (364, 366, 'ORG', '欣電'), (429, 431, 'ORG', '欣電'), (499, 501, 'ORG', '欣電')]"
台灣鋼鐵集團旗下螺絲螺帽廠久陽精密累計上半年合併營收為17億元，較去年同期成長283％，累計稅後淨利為4253萬元，每股稅後盈餘063元，與去年同期虧損5986萬元相比，營運出現明顯好轉。久陽指出，110年度上半年除因原物料價格上漲影響外，加上歐盟針對大陸螺絲產業啟動反傾銷調查後，6月底再對大陸扣件產品實施為期9個月的進口登記，及預計2022年初進行反傾銷初判，並提出傾銷稅率，久陽因此受惠，從第二季起反應上述兩項利多，接單單價逐月提升，並在7月時創歷史新高。且在售價逐月提升加上久陽去年準備的低價原料庫存可維持使用至年底，售價跟原料成本的中間價差將在下半年的獲利中陸續實現,111,"[(5, 11, 'ORG', '台灣鋼鐵集團'), (105, 107, 'ORG', '久陽'), (133, 135, 'ORG', '歐盟'), (201, 203, 'ORG', '久陽'), (252, 254, 'ORG', '久陽')]"
為因應公司未來營運發展所需資金需求，董事會通過，辦理私募現金增資發行普通股案，以不超過普通股1500萬股為上限，此次私募普通股應募人尚未洽定，除內部人及關係人外亦會引進策略性投資人參與，協助業務開發及擴展，預期未來可提升公司營運競爭及獲利能力，並提升淨值。久陽董事長孫正強表示，久陽目前訂單與生產皆滿載，接單能見度超過半年。在110年上半年度螺絲收入因海運飆漲且缺櫃、塞港的狀況下，能有這樣亮眼的成績，展現久陽與台鋼集團策略性佈局及積極轉型循環經濟的成果，未來將持續朝綠能、環保經濟挺進，並發揮友善環境的企業責任。,111,"[(133, 135, 'ORG', '久陽'), (208, 210, 'ORG', '久陽'), (211, 215, 'ORG', '台鋼集團')]"
連鎖餐飲集團八方雲集預計最快9月上旬轉上市掛牌，公司今日舉行上市前業績發表會，表示雖然疫情走向不甚明朗，未來仍充滿不確定性，但仍將秉持「多品牌、跨市場」的發展策略擴展版圖，盼打造嶄新的複合式跨國連鎖品牌，持續挹注營運成長動能。八方雲集截至7月底集團門市達1261家，包括1089家「八方雲集」、111家「梁社漢排骨」、50家「丹堤咖啡」、7家「百芳池上便當」及4家「八方台式麵屋」。以地區來看，台灣共有1163家，其中加盟店達1050家，香港70家、中國大陸28家則均為直營店。八方雲集2021年前7月自結合併營收3351億元、年增達1628％，續創同期新高。不過，受原物料價格上漲侵蝕毛利影響，上半年歸屬母公司稅後淨利282億元、小減569％，每股盈餘471元，略低於去年同期499元,112,"[(11, 15, 'ORG', '八方雲集'), (118, 122, 'ORG', '八方雲集'), (150, 154, 'ORG', '八方雲集'), (252, 256, 'ORG', '八方雲集')]"
八方雲集指出，新冠肺炎疫情衝擊各行各業，台灣今年5月中升級三級警戒，禁止內用更重創餐飲業。不過，八方雲集及梁社漢排骨因外帶比重平均達逾7成，並加強推動線上訂購服務因應，業績相對持穩，使得今年迄今營收仍持續成長。展望後市，八方雲集將秉持「多品牌、跨市場」發展策略，持續擴展事業版圖。其中，「梁社漢排骨」將在台積極展店，目標5年內拓展達500家店，「丹堤咖啡」則重新定位獲利模式，以新店型進行展店，並預計在年底前推出新蔬食品牌，挹注未來營運成長動能。海外市場方面，八方雲集在香港推出的「百芳池上便當」及「八方台式麵屋」品牌將持續拓店，並規畫插旗美國及日本市場，預計最快明年首季在美國加州開出首家「八方雲集」門市，盼擴大自有品牌全球銷售通路，成為中式速食第一品牌。,112,"[(5, 9, 'ORG', '八方雲集'), (53, 57, 'ORG', '八方雲集'), (115, 119, 'ORG', '八方雲集'), (178, 182, 'ORG', '丹堤咖啡'), (235, 239, 'ORG', '八方雲集')]"
